,Date_ID,Total_Value_Binned_Encoded,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region
7416,186,1,7,31,3,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,40,30,19,0,0,19,24,0,22,3,15,34,34,33,23,1,0,30,16,0,29,5,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7417,187,1,8,31,3,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,37,40,34,26,0,0,16,15,0,12,3,17,39,40,35,23,0,0,36,30,0,32,0,23,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7418,188,1,9,30,3,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,28,32,22,14,4,5,29,31,0,31,11,4,35,37,31,24,4,2,36,34,0,29,4,21,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7419,189,1,10,31,4,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,27,16,19,10,5,40,39,3,40,17,0,28,29,25,29,10,3,34,24,4,27,12,13,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7420,190,1,11,30,4,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21,26,15,37,15,5,40,30,11,40,19,0,21,23,19,25,21,34,40,40,13,38,19,6,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7421,191,1,12,31,4,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11,14,6,3,29,23,36,14,18,36,29,0,17,18,16,40,24,15,7,3,17,8,23,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7422,192,1,1,31,1,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12,14,8,5,19,9,31,4,17,21,28,0,3,4,1,7,38,29,10,25,24,19,36,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7423,193,1,2,28,1,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,15,11,5,30,30,35,33,20,31,25,0,5,4,6,38,34,28,6,17,27,11,34,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7424,194,1,3,31,1,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17,20,13,8,27,29,39,38,16,40,22,0,8,7,11,35,31,31,16,37,24,21,29,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7425,195,1,4,30,2,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22,26,16,13,11,6,35,32,7,39,17,0,12,10,13,7,29,26,10,35,21,14,28,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7426,196,1,5,31,2,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,27,29,26,22,6,2,29,30,0,28,13,8,20,21,20,21,20,16,23,39,14,25,19,7,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7427,197,1,6,30,2,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,35,30,19,4,18,18,13,0,15,9,11,27,27,28,21,11,8,25,27,0,21,13,11,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7428,198,1,7,31,3,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,39,31,24,0,0,8,1,0,4,4,18,33,34,33,20,1,0,29,17,0,33,6,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7429,199,1,8,31,3,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,39,37,30,4,0,11,1,0,4,3,19,40,40,37,24,4,0,13,1,0,5,0,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7430,200,1,9,30,3,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,33,33,29,3,0,20,12,0,19,10,13,35,35,34,19,3,0,14,5,0,8,4,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7431,201,1,10,31,4,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,27,18,15,10,9,39,28,3,32,17,0,28,29,29,32,11,6,25,12,4,5,12,15,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7432,202,1,11,30,4,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17,19,12,16,25,13,40,29,13,40,22,0,21,22,19,32,20,14,38,39,14,29,18,7,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7433,203,1,12,31,4,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12,15,7,9,27,18,31,10,21,25,27,0,11,13,9,4,29,25,12,24,19,18,28,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7434,204,1,1,31,1,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,17,9,26,28,14,40,33,23,40,25,0,3,1,6,9,35,22,19,15,26,18,37,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7435,205,1,2,28,1,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12,14,8,3,30,29,37,35,25,37,26,0,2,1,3,18,37,28,9,28,28,11,39,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7436,206,1,3,31,1,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,20,15,10,20,14,26,19,21,26,22,0,2,4,4,3,27,22,2,21,29,4,34,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7437,207,1,4,30,2,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22,23,21,12,12,18,34,32,10,33,18,2,12,13,11,12,31,32,3,30,25,5,28,2,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7438,208,1,5,31,2,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30,33,26,35,0,0,10,2,0,6,10,9,17,15,22,1,20,24,3,6,13,0,23,7,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7439,209,1,6,30,2,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,34,32,17,2,2,23,22,0,28,9,12,28,27,33,35,9,1,6,4,5,5,12,15,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7440,210,1,7,31,3,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,39,38,30,0,0,8,2,0,4,2,19,34,34,36,27,8,0,22,10,0,11,6,20,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7441,211,1,8,31,3,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,39,37,24,0,0,6,0,0,3,4,17,40,40,40,28,0,0,21,7,0,8,0,26,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7442,212,1,9,30,3,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,27,32,24,10,6,12,36,39,1,32,12,6,35,34,39,25,7,5,23,12,1,11,6,23,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7443,213,1,10,31,4,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,28,17,17,9,6,32,16,4,27,16,0,25,26,24,6,15,30,28,26,6,30,15,14,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7444,214,1,11,30,4,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,24,13,31,13,4,40,20,10,38,20,0,18,21,18,6,20,28,28,21,12,28,20,7,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7445,215,1,12,31,4,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,19,10,30,26,12,40,28,18,39,25,0,11,12,8,7,33,33,29,25,20,32,29,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7446,216,1,1,31,1,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,19,10,32,24,10,39,14,19,33,25,0,7,8,5,34,27,16,13,18,23,6,34,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7447,217,1,2,28,1,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10,13,5,0,28,29,18,6,23,19,29,0,0,0,1,9,38,32,2,19,31,10,40,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7448,218,1,3,31,1,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,15,18,13,13,10,11,0,14,6,22,0,0,0,0,0,35,33,1,39,33,5,40,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7449,219,1,4,30,2,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,27,17,19,9,6,30,20,9,30,17,0,12,7,13,12,21,11,0,1,23,0,29,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7450,220,1,5,31,2,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,29,31,27,33,4,3,10,2,0,9,11,8,19,20,19,14,19,18,6,16,13,3,20,7,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7451,221,1,6,30,2,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,35,29,23,2,13,16,9,0,18,8,11,25,25,26,7,14,12,7,3,8,7,16,10,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7452,222,1,7,31,3,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,40,29,19,0,0,24,34,0,26,4,14,32,32,32,13,6,0,35,28,0,35,8,16,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7453,223,1,8,31,3,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,39,32,24,0,0,17,17,0,13,4,16,38,39,36,22,0,0,28,19,0,19,2,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7454,224,1,9,30,3,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,29,31,25,21,4,3,35,38,1,34,10,9,33,34,31,13,5,1,30,24,1,32,7,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7455,225,1,10,31,4,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22,23,16,7,8,6,37,14,3,33,18,0,26,27,25,16,15,22,38,40,15,36,14,11,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7456,226,1,11,30,4,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,19,13,24,11,4,35,6,9,27,21,0,19,20,18,9,19,23,30,35,13,15,21,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7457,227,1,12,31,4,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,20,7,29,26,9,40,26,16,40,25,0,12,13,9,9,31,30,15,13,19,25,28,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7458,228,1,1,31,1,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,13,10,16,32,29,40,37,22,40,27,0,5,7,2,23,33,24,24,10,23,15,36,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7459,229,1,2,29,1,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,16,19,10,19,24,17,35,18,23,36,24,0,3,3,1,33,34,22,7,18,29,13,38,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7460,230,1,3,31,1,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17,18,13,6,16,11,29,10,17,27,23,0,5,5,7,25,31,23,0,13,31,1,33,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7461,231,1,4,30,2,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22,22,18,14,8,8,15,2,11,16,18,0,12,11,13,13,23,17,2,18,26,4,29,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7462,232,1,5,31,2,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,27,30,25,26,3,0,24,24,6,28,12,6,18,16,19,2,20,17,2,9,15,3,23,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7463,233,1,6,30,2,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30,35,24,16,3,0,31,33,0,36,10,8,25,24,28,11,13,14,12,10,6,10,15,13,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7464,234,1,7,31,3,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,39,35,18,0,0,20,19,0,17,5,16,32,32,36,19,7,0,35,21,0,27,8,20,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7465,235,1,8,31,3,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,38,34,18,0,0,28,34,0,21,5,16,40,40,39,28,0,0,36,18,0,30,0,26,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7466,236,1,9,30,3,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,36,28,33,0,0,29,28,0,17,8,11,36,35,37,27,0,0,34,28,0,13,4,21,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7467,237,1,10,31,4,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,22,20,17,14,22,39,30,7,35,17,3,26,26,25,16,13,7,20,2,9,10,13,10,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7468,238,1,11,30,4,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,22,14,21,22,10,40,23,13,39,21,0,18,18,19,5,20,21,29,11,16,30,22,3,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7469,239,1,12,31,4,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,16,21,10,33,25,10,40,27,18,39,24,0,14,15,16,30,29,26,19,22,20,12,26,2,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7470,240,1,1,31,1,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,19,9,31,23,8,39,20,20,39,25,0,9,10,8,39,29,15,15,11,23,14,32,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7471,241,1,2,28,1,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,14,10,4,27,29,35,27,23,35,26,0,6,5,2,39,28,22,0,1,29,1,35,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7472,242,1,3,31,1,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,22,14,17,15,13,33,11,18,28,22,0,1,1,5,1,29,21,1,6,30,1,38,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7473,243,1,4,30,2,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,24,21,20,10,8,18,4,11,16,17,1,15,13,17,38,20,10,0,1,19,0,26,1,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7474,244,1,5,31,2,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,26,30,22,16,5,4,19,10,0,22,14,5,20,20,20,20,19,21,1,5,13,1,20,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7475,245,1,6,30,2,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,35,40,35,0,8,17,8,0,18,7,19,26,25,32,16,13,10,7,4,5,4,15,16,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7476,246,1,7,31,3,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,39,40,37,34,0,0,4,0,0,1,2,20,36,34,40,36,1,0,19,3,0,7,5,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7477,247,1,8,31,3,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,38,39,21,0,0,17,12,0,15,4,18,40,39,40,29,0,0,13,3,0,4,1,26,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7478,248,1,9,30,3,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,29,34,24,18,0,0,39,40,0,36,11,7,36,35,39,30,0,0,34,32,0,19,6,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7479,249,1,10,31,4,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,26,17,14,7,3,39,31,2,38,17,0,28,29,25,34,8,1,32,4,7,15,12,11,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7480,250,1,11,30,4,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,23,13,28,17,5,40,37,12,40,20,0,22,23,21,37,14,5,39,32,13,23,18,8,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7481,251,1,12,31,4,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11,11,11,2,31,30,38,12,23,39,29,0,14,14,14,29,30,31,10,17,20,15,26,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7482,252,1,1,31,1,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,14,14,8,14,29,28,39,22,23,37,26,0,2,3,7,5,37,32,17,37,26,23,39,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7483,253,1,2,28,1,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,16,16,12,15,18,10,29,14,22,24,23,0,0,0,0,5,38,28,2,27,31,9,40,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7484,254,1,3,31,1,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20,21,15,23,12,5,35,18,17,37,21,0,1,2,5,3,33,31,8,39,32,17,37,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7485,255,1,4,30,2,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20,23,16,5,13,19,32,27,10,31,19,0,12,9,13,10,26,26,5,23,26,9,29,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7486,256,1,5,31,2,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25,29,19,6,6,3,32,33,3,36,15,2,18,19,17,2,23,33,19,39,16,21,22,2,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7487,257,1,6,30,2,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,37,30,19,0,0,29,31,0,33,9,10,26,27,26,20,11,6,33,35,4,27,14,11,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7488,258,1,7,31,3,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,40,39,31,0,0,15,14,0,12,3,19,32,33,34,21,1,0,37,29,3,32,7,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7489,259,1,8,31,3,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,39,40,36,34,0,0,11,2,0,4,1,20,39,40,38,27,2,0,26,17,2,16,0,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7490,260,1,9,30,3,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,32,34,29,31,0,0,11,0,0,3,8,11,38,38,36,34,0,0,20,9,2,4,2,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7491,261,1,10,31,4,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,26,28,23,35,8,2,32,4,4,19,14,5,29,28,31,35,8,1,13,0,6,1,11,15,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7492,262,1,11,30,4,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,14,17,11,3,24,29,34,4,14,27,26,0,21,22,20,32,18,14,7,0,14,2,19,3,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7493,263,1,12,31,4,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11,11,7,2,29,29,39,21,19,35,29,0,11,11,13,8,36,35,18,38,20,17,28,4,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7494,264,1,1,31,1,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,16,17,10,31,19,6,38,12,19,39,25,0,3,5,1,7,37,28,17,36,25,27,39,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7495,265,1,2,28,1,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,15,9,11,27,29,38,29,24,38,24,0,5,6,0,39,33,21,5,3,32,5,36,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7496,266,1,3,31,1,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17,20,15,7,15,16,18,3,18,20,23,0,3,2,5,12,27,20,0,8,31,0,35,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7497,267,1,4,30,2,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22,25,21,9,11,21,35,30,9,36,18,3,9,12,9,1,24,21,2,4,29,1,32,2,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7498,268,1,5,31,2,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,34,32,37,0,0,11,2,0,6,10,12,20,17,21,13,20,27,3,21,12,1,20,9,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
