Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD
-65.711,66.143,PANGNIRTUNG,2403049,NU,-28.6,0,NA,-12.2,0,-36.9,0,,,NA,6.6,0,NA,,2,,,NA,1443.2,0
-65.7,66.133,PANGNIRTUNG A,2403053,NU,-28.3,0,NA,-13.8,0,-36.9,0,8.4,0,NA,7.2,0,NA,18,2,,,NA,1433.9,0
-77.983,72.683,POND INLET A,2403201,NU,-34.6,0,-1.2,-11.5,0,-45,0,13,0,223,10,0,210,30,1,,,NA,1631.3,0
-86.225,66.521,REPULSE BAY A,2403490,NU,-31,0,0.3,-16.6,0,-42,0,22.2,0,118,22.8,0,124,24,6,,,NA,1518.4,0
-94.969,74.717,RESOLUTE CARS,2403500,NU,-31.5,0,0.5,-23.2,0,-40.2,0,4.4,0,91,4.4,0,104,17,1,0,0,NA,1534.3,0
-64.633,61.6,RESOLUTION ISLAND,2403602,NU,-23.8,15,NA,-17.2,15,-29.4,14,,,NA,,,NA,,,,,NA,668.2,0
-79.033,69.083,ROWLEY ISLAND,2403625,NU,-30.2,0,NA,-18.2,0,-38.1,0,,,NA,,,NA,,,,,NA,1493.1,0
-93.577,69.547,TALOYOAK A,2403854,NU,-34.2,0,-0.5,-18.6,0,-43.8,0,9.1,0,98,7.3,0,86,16,3,,,NA,1617,0
-89.446,65.879,WAGER BAY (AUT),2403945,NU,-5.8,0,NA,5.4,0,-23,0,,,NA,,,NA,,,,,NA,738.6,0
-69.883,62.85,KIMMIRUT A,240KFQJ,NU,-26.4,0,NA,-9,0,-37,0,28,0,NA,28,0,NA,94,9,,,NA,1375,0
-119.989,74.139,NANGMAGVIK LAKE,2500440,NT,-32.5,0,NA,-14.5,0,-45.3,0,,,NA,,,NA,,,,,NA,1564.8,0
-117.806,70.763,ULUKHAKTOK A,2502501,NT,-26.4,0,1.7,-11.3,0,-37.6,0,1,0,12,0.2,0,2,9,0,,,NA,1375.4,0
-117.8,70.761,HOLMAN CS,2502505,NT,-25.8,0,NA,-11.5,0,-36.3,0,,,NA,,,NA,,,,,NA,1359.2,0
-125.254,71.993,SACHS HARBOUR CLIMATE,2503648,NT,-26.6,0,NA,-12.3,0,-38.9,0,,,NA,,,NA,,,,,NA,1383.2,0
-125.267,72,SACHS HARBOUR A,2503650,NT,-26.9,0,1.1,-12,0,-39.5,0,7.1,0,137,4.4,0,90,8,2,,,NA,1392.6,0
-119.538,73.231,THOMSEN RIVER,2503886,NT,-32.9,21,NA,-23.3,21,-44.6,21,,,NA,,,NA,,,,,NA,509.3,0
-119.347,76.238,MOULD BAY CS,250M001,NT,-33.4,0,NA,-19.2,0,-45.6,0,,,NA,,,NA,,,,,NA,1592.4,0
-112.233,54.017,ANDREW,3010234,AB,-6.2,0,7.2,5,0,-18,0,0,0,0,0,0,0,2,0,,,NA,749.6,0
-114.483,53.167,BRETON,3010815,AB,-1.8,0,NA,11.5,0,-16,0,1,0,NA,1,0,NA,1,1,,,NA,613,0
-113.717,52.983,BRIGHTVIEW,3010830,AB,-2.2,0,8,10,0,-15.5,0,1.6,0,7,3.6,0,14,3,1,,,NA,627,0
-111.469,52.319,BROWNFIELD,3010890,AB,-5.6,0,6.7,8,0,-17,0,0.4,0,2,2.2,0,9,9,1,,,NA,731,0
-113.889,53.997,BUSBY,3010978,AB,-2.9,0,NA,9.5,0,-16,0,0,0,NA,2,0,NA,0,1,,,NA,646.6,0
-110.533,52.25,CADOGAN,3010991,AB,,,NA,,,,,5,0,38,5,0,34,,2,,,NA,,
-113.863,53.29,CALMAR,3011120,AB,-3.3,0,7.9,8,0,-16,0,0.5,0,2,1.5,0,5,,0,,,NA,660.1,0
-112.817,53.05,CAMROSE,3011240,AB,-4.8,0,6.8,9.2,0,-18.2,0,,,NA,5.9,0,26,1,4,,,NA,706.3,0
-112.8,52.95,CAMROSE 2,3011241,AB,-4.6,5,NA,8.5,5,-15.5,2,0.8,2,NA,0.8,2,NA,,0,,,NA,588.3,0
-114.654,53.234,CARNWOOD,3011350,AB,-3,0,NA,8.5,0,-19.5,0,0,0,NA,0,0,NA,,0,,,NA,650.8,0
-111.25,53.55,CHAILEY,3011474,AB,-5.4,0,7.9,5.5,0,-15.5,0,2,0,13,3.7,0,23,6,2,,,NA,724.7,0
-111.55,51.767,CONTRACOSTA LAKE,3011848,AB,-6.2,0,NA,7,0,-18,0,0,0,NA,0,0,NA,,0,,,NA,751.5,0
-111.45,52.083,CORONATION (AUT),3011885,AB,-7.3,1,NA,5,1,-18.2,0,,,NA,,,NA,,,,,NA,758.7,0
-111.449,52.074,CORONATION CLIMATE,3011887,AB,-8.7,0,NA,4.2,0,-19.7,0,2.1,0,NA,3.6,0,NA,1,1,,,NA,827.7,0
-113.95,52.75,DAKOTA WEST,3011953,AB,-1.9,0,8,12.5,0,-16,0,0.5,0,2,0.5,0,2,1,0,,,NA,616.5,0
-110.6,53.65,DEWBERRY,3012072,AB,,,NA,,,,,0,0,0,12.4,0,56,,1,,,NA,,
-112.351,52.517,DONALDA SOUTH,3012095,AB,-4.6,0,NA,8.5,0,-17.5,0,0,0,NA,2.6,0,NA,5,2,,,NA,701.1,0
-114.954,53.218,DRAYTON VALLEY,3012116,AB,-2.1,0,NA,8,0,-15,0,0.2,0,NA,0.2,0,NA,1,0,,,NA,624.4,0
-113.583,53.317,EDMONTON INT'L A,3012205,AB,-4.2,0,7.9,8,0,-18.4,0,0.4,0,2,1.6,0,8,2,0,134,0,133,688.2,0
-113.606,53.307,EDMONTON INTERNATIONAL CS,3012206,AB,-4.4,0,NA,7.2,0,-18.2,0,0,0,NA,0.8,0,NA,2,0,,,NA,695.3,0
-113.518,53.573,EDMONTON CITY CENTRE A,3012208,AB,-2.7,0,7.7,7.9,0,-14.4,0,1,0,4,2.2,0,10,1,0,,,NA,642.7,0
-113.517,53.573,EDMONTON MUNICIPAL CR10,3012209,AB,-2.7,0,NA,7.5,0,-14.5,0,2,0,NA,3.6,0,NA,1,1,82.9,14,NA,641,0
-113.467,53.667,EDMONTON NAMAO A,3012210,AB,-4,0,NA,7.1,0,-16.8,0,,,NA,2.5,3,NA,,2,,,NA,680.5,0
-114.108,53.548,EDMONTON STONY PLAIN,301222F,AB,-1.8,0,8.1,8,0,-12,0,0,0,0,0.6,0,3,0,0,120.4,0.041666667,NA,614.9,0
-113.75,53.417,EDMONTON WOODBEND,3012230,AB,-3.6,0,7.5,9,0,-17.5,0,0,0,0,2.8,0,11,3,1,,,NA,669.1,0
-112.868,53.683,ELK ISLAND NAT PARK,3012275,AB,-3.9,0,8.1,9.4,0,-19.5,0,,,NA,7.8,0,43,4,5,,,NA,680.4,0
-112.133,52.033,ELNORA SALEM,3012330,AB,-3.5,0,NA,10,0,-14,0,0,0,NA,2.5,0,NA,0,1,,,NA,666.1,0
-111,52.967,FABYAN,3012515,AB,-6.2,0,7.9,4,0,-18,0,0,0,0,3,0,15,,1,,,NA,751.1,0
-112.12,52.467,FORESTBURG PLANT SITE,3012652,AB,-2.4,0,7.8,10,0,-15.5,0,0,0,0,1.1,0,7,,1,,,NA,632.8,0
-113.183,53.717,FORT SASKATCHEWAN,3012710,AB,-4.1,0,7.8,6.5,0,-15,0,0,0,0,4,0,17,,1,,,NA,686.4,0
-113.183,52.95,GWYNNE,3012990,AB,-4.5,0,7.8,8,0,-18,0,1.5,0,7,1.5,0,7,,1,,,NA,698.8,0
-112.617,52.167,HACKETT,3012992,AB,-4.5,0,NA,8.5,0,-15.5,0,2,0,NA,5,0,NA,,2,,,NA,696.2,0
-113.172,53.808,GIBBONS,3012P82,AB,-6.5,7,NA,5.5,5,-18.5,7,0,5,NA,0,5,NA,2,0,,,NA,587.7,0
-114.467,53.45,HIGHVALE,3013247,AB,-1.3,0,NA,9.5,0,-13.5,0,,,NA,3.1,0,NA,,2,,,NA,599.3,0
-111.517,53,KINSELLA RANCH,3013645,AB,-5.1,0,7,6.5,0,-17,0,0,0,0,3,0,15,,2,,,NA,716.6,0
-111.867,53.533,LAVOY,3013770,AB,,,NA,,,,,0,0,0,4,0,19,,1,,,NA,,
-110.073,53.309,LLOYDMINSTER A,3013961,AB,-6.3,0,7.9,3.7,0,-20.9,0,1.4,0,8,3,0,19,4,1,,,NA,754,0
-112.267,53.083,HOLDEN SOUTH,3013C44,AB,,,NA,,,,,0,0,0,0.4,0,2,3,0,,,NA,,
-110.55,52.017,MONITOR,3014600,AB,,,NA,,,,,0.6,0,3,4.6,0,24,,1,,,NA,,
-110.35,53.117,PARADISE VALLEY,3014995,AB,-6.5,0,7.7,4.5,0,-20,0,3.1,0,18,9.6,0,52,4,3,,,NA,760.7,0
-110.9,52.867,POPLAR GLEN,3015287,AB,-6.1,0,NA,5,0,-17,0,1,0,NA,1,0,NA,,1,,,NA,746.2,0
-111.733,53.417,RANFURLY 2NW,3015405,AB,-6.1,0,7.6,5,0,-17.5,0,0,0,0,6.5,0,30,2,2,,,NA,747.7,0
-114.912,52.421,ROCKY MTN HOUSE (AUT),3015523,AB,-5.3,1,NA,14.2,1,-18.4,0,,,NA,,,NA,,,,,NA,699.5,0
-114.917,52.433,ROCKY MTN HOUSE CR10,3015524,AB,-5.3,0,NA,14.5,0,-19.5,0,8.3,0,NA,8.3,0,NA,8,3,,,NA,723.4,0
-111.45,54.3,ST LINA,3015672,AB,-5.5,0,8.9,7,0,-17,0,1.2,0,5,1.8,0,8,,1,,,NA,728.3,0
-111.7,52.783,SEDGEWICK TOWN,3015808,AB,-6.5,0,6.9,6,0,-19.5,0,0,0,0,1,0,6,,1,,,NA,759.6,0
-114.117,53.883,SION,3015960,AB,-2.4,0,8.4,9.5,0,-15,0,0,0,0,1,0,4,4,1,,,NA,631,0
-112.717,52.333,STETTLER NORTH,3016119,AB,-3.3,0,8.3,10,0,-15,0,1,0,5,1,0,5,,0,,,NA,659.1,0
-111.95,52.05,SULLIVAN LAKE,3016253,AB,,,NA,,,,,0,0,0,0,0,0,,0,,,NA,,
-112.75,53.55,TOFIELD NORTH,3016494,AB,-2.5,0,8.1,9.5,0,-16.5,0,0,0,0,1,0,5,,1,,,NA,635.8,0
-110.067,53.65,TULLIBY LAKE EAST,3016591,AB,,,NA,,,,,0.8,0,NA,5.4,0,NA,,1,,,NA,,
-113.033,53.5,UNCAS,3016650,AB,,,NA,,,,,1.5,0,NA,1.8,0,NA,2,1,,,NA,,
-111,52,VETERAN,3016817,AB,-5.3,8,NA,5.5,6,-17,7,0,0,NA,0,0,NA,,0,,,NA,536.9,0
-111.767,53.283,VIKING NORTH 3,3016845,AB,-5.9,0,NA,4,0,-17,0,0,0,NA,5,0,NA,,1,,,NA,740.4,0
-115.126,53.144,VIOLET GROVE CS,3016860,AB,-1.8,0,NA,9.8,0,-14.8,0,,,NA,8.7,0,NA,4,5,,,NA,615.1,0
-111.1,52.833,WAINWRIGHT CR10,3016929,AB,-5.7,0,NA,5.3,0,-17.1,0,4.3,0,NA,5.2,0,NA,8,2,,,NA,735.9,0
-112.098,53.505,VEGREVILLE,3016GF0,AB,-6.7,0,6.6,6.2,0,-18.7,0,,,NA,7.3,0,48,0,3,126,3,NA,765.8,0
-113.383,52.633,WETASKIWIN SOUTH,3017286,AB,-2.6,0,7.8,10,0,-14.5,0,2,0,8,2.6,0,9,6,2,,,NA,639,0
-114.583,52.95,WINFIELD,3017595,AB,-1.8,0,7.3,14,0,-16,0,0,0,0,0,0,0,,0,,,NA,614.1,0
-114.108,53.547,EDMONTON STONY PLAIN CS,301A001,AB,-2,0,NA,8.7,0,-13.4,0,,,NA,0.2,0,NA,,0,114.8,4,NA,620.4,0
-113.083,53.35,EDMONTON TIEBEKE ESTATES,301A005,AB,-3.4,0,NA,8.5,0,-17.5,0,0,0,NA,0,0,NA,,0,,,NA,664.4,0
-110.206,51.67,ESTHER 1,301B460,AB,-6.5,0,NA,5.7,0,-20.8,0,,,NA,3.4,0,NA,,2,,,NA,758.4,0
-115.2,52.4,HORBURG,301C3D4,AB,-1.6,0,6,17,0,-15.5,0,1.4,0,5,1.4,0,5,16,1,,,NA,608.8,0
-113.533,53.517,UNIVERSITY OF ALBERTA METABOLIC CENTRE,301FFNJ,AB,-4.2,0,7.5,6,0,-16,0,0,0,0,0,0,0,,0,,,NA,688.4,0
-113.85,54.15,WESTLOCK LITKE,301GK5H,AB,-3.4,0,NA,7,0,-16,0,0,0,NA,0,0,NA,4,0,,,NA,663.9,0
-113.183,54,REDWATER,301N49A,AB,-6.9,0,8.2,7,0,-23,0,0.4,0,2,3,0,12,,1,,,NA,772,0
-112.567,52.417,RED WILLOW,301NDR1,AB,-3.9,0,NA,9.5,0,-15.5,0,0,0,NA,0,0,NA,1,0,,,NA,680.1,0
-111.096,52.829,WAINWRIGHT CFB AIRFIELD 21,301S001,AB,-5.8,2,NA,5.3,1,-17.1,2,,,NA,0.8,3,NA,7,0,,,NA,690.1,0
-110.169,51.196,ACADIA VALLEY MACTAVISH,3020025,AB,-7,0,NA,7,0,-18.5,0,1,0,NA,1,0,NA,,1,,,NA,774.7,0
-110.199,50.891,BINDLOSS EAST,3020690,AB,-5.4,0,7.1,9,0,-19,0,0,0,0,0,0,0,2,0,,,NA,725,0
-112.283,51.767,CRAIGMYLE,3021940,AB,-4.3,0,7.1,10,0,-14.5,0,1.5,0,10,1.5,0,10,,1,,,NA,690.5,0
-114.217,52.05,DICKSON DAM,3022078,AB,-4.2,15,NA,11,7,-13.5,15,0,0,NA,0,0,NA,,0,,,NA,355.6,0
-112.867,51.467,DRUMHELLER ANDREW,3022136,AB,,,NA,,,,,0,0,0,0,0,0,,0,,,NA,,
-114.383,52.283,ECKVILLE SOUTH,3022159,AB,-5.1,0,5,10.5,0,-16.5,0,0.2,0,1,0.2,0,1,,0,,,NA,717.1,0
-112.677,51.445,DRUMHELLER EAST,30221LG,AB,-5.8,0,NA,10.5,0,-18.6,0,,,NA,1.4,0,NA,,1,,,NA,737.5,0
-113.195,51.964,ELNORA,3022325,AB,,,NA,,,,,1.2,0,6,5,0,25,,2,,,NA,,
-110.006,50.956,EMPRESS,3022400,AB,-5.8,0,6.2,7,0,-21,0,0.5,0,4,0.5,0,4,2,0,,,NA,737.1,0
-112.189,50.95,GEM,3022772,AB,-3.9,0,7.3,8,0,-18,0,0,0,0,5,0,44,0,1,,,NA,677.9,0
-113.433,51.911,HUXLEY,3023422,AB,,,NA,,,,,5,0,22,5,0,22,,3,,,NA,,
-111.321,50.74,IDDESLEIGH,3023430,AB,,,NA,,,,,0,0,0,3.6,0,32,,1,,,NA,,
-111.196,50.722,JENNER,3023560,AB,-4.1,0,6.9,8.5,0,-19,0,0,0,0,5.2,0,38,,1,,,NA,683.6,0
-113.756,52.449,LACOMBE CDA 2,3023722,AB,-4.2,0,NA,10,0,-15.3,0,,,NA,2.7,0,NA,,1,,,NA,687.9,0
-114.733,52.517,LOBSTICK AUBUCHON,3023971,AB,-1.7,0,NA,12.5,0,-13,0,0.8,0,NA,0.8,0,NA,,0,,,NA,611.9,0
-114.324,51.504,MADDEN,3024150,AB,-1.5,0,5.6,10,0,-16,0,2,0,17,3,0,26,5,1,,,NA,605.5,0
-114.133,52.117,MARKERVILLE,3024210,AB,,,NA,,,,,1.8,0,9,2.8,0,13,1,1,,,NA,,
-114.1,51.783,OLDS,3024920,AB,-2.6,0,6,11.1,0,-13,0,1,0,6,1,0,6,7,1,105.3,0,121,639.9,0
-110.517,51.167,OYEN CAPPON,3024961,AB,-5.5,0,5.9,5,0,-15,0,1.4,0,14,1.4,0,14,,1,,,NA,729.9,0
-110.472,51.353,OYEN CARA,3024962,AB,-6.1,0,NA,6,0,-17,0,0.5,0,NA,0.5,0,NA,,0,,,NA,746.9,0
-113.817,52.3,RED DEER,3025441,AB,-3.9,0,6.3,10,0,-15,0,1,0,5,1,0,5,,1,,,NA,679.6,0
-113.893,52.179,RED DEER A,3025480,AB,-5.4,0,6.2,9.5,0,-16.9,0,2.2,0,12,2.9,0,18,1,1,,,NA,724.9,0
-110.086,50.309,SCHULER,3025764,AB,-5.4,0,5,8.5,0,-22.5,0,5,0,36,5,0,34,8,1,,,NA,726.2,0
-111.364,51.583,SCOTFIELD,3025770,AB,-7.6,0,NA,7,0,-19,0,0,0,NA,0,0,NA,,0,,,NA,794.1,0
-110.248,51.475,SIBBALD,3025920,AB,-7.2,0,NA,6,0,-21,0,3,0,NA,3,0,NA,,2,,,NA,779.7,0
-110.146,51.425,SIBBALD WESTGARD,3025928,AB,-7.3,0,NA,5.5,0,-20.5,0,1,0,NA,1,0,NA,7,1,,,NA,782.9,0
-112.567,51.593,SKYTREX,3025984,AB,-5.4,0,NA,8.2,0,-15.7,0,0.5,0,NA,3.3,0,NA,1,1,,,NA,724.1,0
-112.95,51.483,SLEEPY HOLLOW,3026009,AB,-5.3,0,7.4,8,0,-18.5,0,0,0,0,0,0,0,0,0,,,NA,722.8,0
-114.45,51.967,SUNDRE GARRINGTON,3026259,AB,-4.6,0,5.5,13.2,0,-20,0,0,0,0,1,0,6,12,1,,,NA,700.1,0
-113.206,51.768,THREE HILLS,3026479,AB,-3.3,0,NA,9.1,0,-13.5,0,,,NA,1.6,0,NA,,1,,,NA,659.5,0
-113.217,51.833,TROCHU TOWN,3026540,AB,-4.7,0,6.3,8,0,-16,0,0,0,0,0,0,0,,0,,,NA,704.9,0
-114.683,51.778,SUNDRE A,3026KNQ,AB,-6.2,0,NA,11.2,0,-21.1,0,,,NA,2.2,0,NA,16,1,,,NA,750.2,0
-113.313,51.682,THREE HILLS SOUTH,302F4HF,AB,-6,0,NA,9,0,-19,0,0,0,NA,0,0,NA,,0,,,NA,745,0
-114.1,49.417,BEAUVAIS PARK,3030555,AB,-0.1,0,NA,10,0,-10.3,0,11.3,0,NA,11.3,0,NA,,2,,,NA,560.4,0
-111.45,49.734,BOW ISLAND,3030768,AB,-4,0,NA,10.6,0,-19.9,0,,,NA,,,NA,,,,,NA,683.5,0
-111.883,50.617,BROOKS NORTH,3030862,AB,,,NA,,,,,3.2,0,23,6.6,0,46,,2,,,NA,,
-111.849,50.555,BROOKS,3030QLP,AB,-3.7,0,NA,10.5,0,-19.5,0,,,NA,8.3,0,NA,,4,,,NA,673.2,0
-114.02,51.114,CALGARY INT'L A,3031093,AB,-1.5,0,5.6,11.5,0,-16.8,0,3.2,0,21,2,0,21,0,1,142,0,119,605.7,0
-114.017,51.117,CALGARY INT'L CS,3031094,AB,-1.3,0,NA,12,0,-16.5,0,2.6,0,NA,3.4,0,NA,,2,,,NA,598.4,0
-114.183,51.033,CALGARY POPLAR GARDENS,3031102,AB,,,NA,,,,,2,0,NA,2,0,NA,,1,,,NA,,
-113.242,49.132,CARDSTON,3031320,AB,-0.7,0,3.8,14,0,-16,0,15,0,74,15,0,72,,4,,,NA,580.4,0
-113.286,49.201,CARDSTON,3031322,AB,-1.1,0,NA,13.6,0,-18.3,0,,,NA,,,NA,,,,,NA,592.8,0
-113.112,50.124,CARMANGAY VILLAGE,3031348,AB,,,NA,,,,,4,0,28,4,0,27,0,1,,,NA,,
-113.376,49,CARWAY,3031400,AB,-1,0,4,12.5,0,-15,0,16,0,63,16,0,63,,2,,,NA,588.7,0
-113.639,50.004,CLARESHOLM,3031640,AB,-2.2,0,NA,14.2,0,-19.9,0,,,NA,5.8,0,NA,,2,,,NA,626.3,0
-113.711,50.019,CLARESHOLM WATERWORKS,3031658,AB,-0.6,0,5,15,0,-17,0,10,0,64,10,0,64,0,2,,,NA,578,0
-114.434,51.197,COCHRANE,3031676,AB,-1.6,0,NA,12,0,-14,0,2,0,NA,2,0,NA,0,2,,,NA,608.1,0
-114.215,49.616,CONNELLY CREEK,3031805,AB,-1.7,0,3.6,11.5,0,-16,0,14.1,0,46,15.7,0,46,1,4,,,NA,609.9,0
-114.222,51.076,COP UPPER,3031875,AB,-0.7,0,NA,13.8,0,-13.3,0,,,NA,1.4,0,NA,,0,,,NA,580.1,0
-114.067,49.7,COWLEY OLIN CREEK,3031926,AB,,,NA,,,,,8.4,0,41,8.4,0,39,,2,,,NA,,
-113.738,49.938,CLARESHOLM MEADOW CREEK,3031F5F,AB,,,NA,,,,,11,0,71,11,0,71,,3,,,NA,,
-113.838,49.769,FIVE MILE CREEK,3032624,AB,-2,0,4.2,10.5,0,-18,0,8.5,0,43,8.5,0,43,,2,,,NA,619.5,0
-111.446,49.477,FOREMOST,3032640,AB,-2.6,0,4.4,12,0,-18,0,15.3,0,78,15.3,0,77,0,5,,,NA,638,0
-113.05,50.883,GLEICHEN,3032800,AB,-2.5,0,6.9,13.5,0,-15,0,0,0,0,0,0,0,,0,,,NA,635.9,0
-113.348,50.6,HERRONTON EAST,3033138,AB,-1.9,0,NA,11,0,-15,0,2.9,0,NA,2.9,0,NA,,1,,,NA,615.6,0
-114.167,50.483,HIGH RIVER,3033240,AB,-1.2,0,5.2,14.5,0,-18,0,6.8,0,34,6.8,0,33,,2,,,NA,596.6,0
-112.8,49.63,LETHBRIDGE A,3033880,AB,-1.9,0,4.1,13,0,-21,0,5.5,0,36,6,0,44,,3,,,NA,616.8,0
-112.8,49.633,LETHBRIDGE A CR10,3033882,AB,-1.6,0,NA,13,0,-20.7,0,,,NA,,,NA,,,,,NA,607.7,0
-112.768,49.695,LETHBRIDGE CDA,3033890,AB,-0.8,0,NA,13.1,0,-19.5,0,,,NA,13.4,0,NA,,3,,,NA,584.1,0
-110.721,50.019,MEDICINE HAT A,3034480,AB,-4.2,0,4.2,11.1,0,-18.7,0,8.8,0,59,7.6,0,60,2,1,141.1,0,128,688,0
-110.717,50.025,MEDICINE HAT RCS,3034485,AB,-4.6,0,NA,10.7,0,-19.3,0,,,NA,,,NA,,,,,NA,699.8,0
-113.161,49.814,MONARCH,3034596,AB,-1.8,0,5,14,0,-18.5,0,7.8,0,45,8,0,46,0,1,,,NA,613.6,0
-113.281,50.659,MOSSLEIGH,3034675,AB,,,NA,,,,,3.8,0,27,3.8,0,27,,1,,,NA,,
-113.302,50.717,MOSSLEIGH BURNAY,3034676,AB,,,NA,,,,,1.6,0,17,1.6,0,17,0,1,,,NA,,
-113.63,49.127,MOUNTAIN VIEW,3034720,AB,,,NA,,,,,16.5,0,56,16.5,0,56,,3,,,NA,,
-113.594,49.132,MOUNTAIN VIEW VILLAGE,3034725,AB,-1.3,0,NA,13,0,-20,0,20.8,0,NA,20.8,0,NA,0,4,,,NA,598.4,0
-113.985,49.519,PINCHER CREEK (AUT),3035206,AB,-1.7,0,NA,10.6,0,-15.6,0,11.5,0,NA,12,0,NA,,5,,,NA,611.5,0
-114.005,49.522,PINCHER CREEK CR10,3035208,AB,-1.4,0,NA,10.8,0,-15.2,0,1.6,0,NA,1.8,0,NA,,1,,,NA,602.3,0
-113.748,50.122,PINE COULEE RESERVOIR,3035224,AB,-0.7,0,NA,13.4,0,-18.2,0,,,NA,,,NA,,,,,NA,581,0
-113.751,50.118,PINE COULEE FP,3035228,AB,,,NA,,,,,1.8,0,NA,1.8,0,NA,,1,,,NA,,
-112.983,50.606,QUEENSTOWN,3035340,AB,-1.3,0,6.2,12.5,0,-13,0,2,0,14,2,0,14,,1,,,NA,599,0
-113.883,50.183,STAVELY AAFC,3036099,AB,0.7,0,NA,12.6,0,-12.4,0,,,NA,4.2,0,NA,,1,,,NA,536.7,0
-111.183,50.267,SUFFIELD A,3036240,AB,-4,0,5.3,10.8,0,-18.6,0,4.2,0,29,4.2,0,32,0,2,,,NA,682.1,0
-112.124,49.792,TABER,3036360,AB,-0.7,0,NA,13,0,-18,0,5.5,0,NA,5.5,0,NA,,2,,,NA,579.5,0
-112.133,50.05,VAUXHALL CDA CS,3036682,AB,-2.6,0,NA,12.8,0,-19.7,0,,,NA,4.3,0,NA,,2,,,NA,638,0
-112.122,50.183,VAUXHALL NORTH,3036690,AB,-3,0,6.2,12.5,0,-20.5,0,0,0,0,0,0,0,,0,,,NA,649.6,0
-114.448,51.238,COCHRANE VE6CQC,303AFGF,AB,-1.5,0,NA,11.5,0,-13.8,0,3.5,0,NA,3.5,0,NA,1,2,,,NA,603.3,0
-113.639,51.243,KEOMA,303C642,AB,-2.3,0,NA,11.5,0,-17,0,0,0,NA,0,0,NA,0,0,,,NA,630.8,0
-114.374,51.103,SPRINGBANK A,303F0PP,AB,-3.3,0,4.9,10.7,0,-17.2,0,2.4,0,19,0.6,0,6,1,0,,,NA,661,0
-113.961,50.729,OKOTOKS,303M9JM,AB,-2,0,6,13,0,-15.5,0,2,0,14,2,0,14,0,1,,,NA,621,0
-112.788,49.871,PICTURE BUTTE WEST,303N1G3,AB,-1.2,0,NA,13,0,-18,0,8.1,0,NA,8.1,0,NA,,2,,,NA,596.7,0
-110.014,49.245,ALTAWAN,3040223,AB,-7.4,0,5.7,8,0,-21,0,2,0,14,1.3,0,9,,0,,,NA,787.3,0
-110.371,49.581,EAGLE BUTTE,3042148,AB,-4,0,NA,9.2,0,-17,0,12.8,0,NA,12.8,0,NA,28,6,,,NA,681.3,0
-111.654,49.127,MASINASIN,3044230,AB,-1.9,0,4.4,12,0,-17.5,0,7,0,36,7,0,35,5,3,,,NA,616.1,0
-112.05,49.133,MILK RIVER,3044533,AB,-3.8,0,NA,11.4,0,-21.2,0,,,NA,6.1,0,NA,,3,,,NA,674.8,0
-110.467,49.117,ONEFOUR CDA,3044923,AB,-5.1,0,NA,11.4,0,-18.6,0,,,NA,0.4,0,NA,,0,,,NA,716.7,0
-112.41,49.286,WARNER WEST,3046953,AB,-1.8,0,3.8,12,0,-18,0,10.5,0,55,10.5,0,55,,1,,,NA,615.1,0
-115.552,51.193,BANFF CS,3050519,AB,-6.6,0,NA,5,0,-20.8,0,,,NA,4.5,0,NA,12,1,,,NA,761.7,0
-114.177,49.467,BEAVER MINES,3050600,AB,-0.1,0,4.6,9.5,0,-14,0,17,0,56,19.8,0,57,0,6,,,NA,561.7,0
-116.333,52.317,BIGHORN DAM,30506GN,AB,-2.4,0,4.8,12.5,0,-18,0,0.2,0,1,0.2,0,1,0,0,,,NA,632.6,0
-115.067,51.083,BOW VALLEY,3050778,AB,-1.9,0,NA,12.5,0,-14.1,0,,,NA,2.5,0,NA,,1,,,NA,616.1,0
-114.883,50.617,BURNS CREEK,3050974,AB,-6,0,NA,8.8,0,-18.5,0,7.6,0,NA,7.6,0,NA,,1,,,NA,745.2,0
-115.917,51.267,CASTLE MOUNTAIN VILLAGE,3051424,AB,-9.4,0,NA,4,0,-24,0,12.2,0,NA,12.2,0,NA,47,4,,,NA,849.4,0
-114.917,50.9,COMPRESSION RIDGE,3051766,AB,,,NA,,,,,5.9,0,NA,5.9,0,NA,,2,,,NA,,
-114.678,49.606,CROWSNEST CREEK,30519N0,AB,-5.6,0,NA,5.3,0,-19.3,0,4.7,0,NA,12.6,0,NA,,2,,,NA,732.1,0
-114.482,49.628,CROWSNEST,3051R4R,AB,-3.5,0,NA,7.9,0,-18.2,0,,,NA,5.2,0,NA,,2,,,NA,666.9,0
-118.029,53.172,DEVONA,3052069,AB,-2.5,0,NA,9.1,0,-14,0,0,0,NA,1,0,NA,,1,,,NA,635.5,0
-115.1,51.533,FALLEN TIMBER,3052602,AB,,,NA,,,,,2.3,29,NA,2.3,29,NA,,2,,,NA,,
-116.5,51.633,FALSE NICHOLAS,3052603,AB,-9.8,0,NA,-1.4,0,-18.9,0,,,NA,,,NA,,,,,NA,863.3,0
-115.5,51,GOAT'S EYE,3052838,AB,-7.4,0,NA,5.2,0,-14.4,0,,,NA,,,NA,,,,,NA,786.4,0
